record_id,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99
236,-0.09605288,0.30250472,0.4353321,-0.23900296,-0.05261029,-0.18482941,-0.10339478,0.110997126,-0.06389138,0.028838828,0.14477223,-0.25182524,0.2465258,0.07024789,0.04847205,-0.15519743,-0.0068035335,0.16054124,-0.24932985,0.30295882,0.22647247,0.0014078968,0.34727412,0.111262575,0.13988689,0.18390958,-0.07474459,-0.46623877,-0.30839044,-0.19011487,0.016276356,0.6640711,-0.13197695,0.07149518,0.21462896,0.3645202,0.014754782,0.2457628,-0.16792175,-0.36359605,-0.18717752,-0.32338902,0.039258122,-0.36735997,-0.11010128,-0.010552225,0.15042129,-0.27557313,0.11461871,-0.8580071,-0.031069938,-0.012708175,0.06831629,0.9988576,-0.20321387,-2.249617,-0.026810298,-0.0485558,1.5653276,0.27557853,-0.16940725,0.6145693,-0.33884978,0.1396457,0.7230339,0.0036490413,0.48956132,0.1576616,0.38144648,-0.40535688,0.18974546,-0.19857982,-0.026725184,-0.2842084,0.38262242,0.087971166,-0.15287411,0.0312683,-0.7250859,-0.11730379,0.54867333,0.11674688,-0.52647734,0.15630029,-1.2204033,-0.20666306,-0.016288057,-0.2642914,-0.2548947,-0.32483864,0.040632352,-0.024676472,-0.10380977,0.005000002,-0.62371206,0.1299346,-0.22715443,-0.40602374,0.7023588,0.33503893
237,-0.1598559,0.31044635,0.6839018,-0.45059726,-0.3815432,0.14654529,-0.1895182,0.24469353,0.31485817,-0.374561,0.29127654,0.25831902,0.29954702,0.00030017848,0.14587046,-0.23301755,0.037801616,0.4788159,-0.6414618,0.41586456,0.12618375,-0.008752643,-0.067592725,-0.37096366,0.24424635,0.15216938,-0.2534069,-0.6452872,0.24867147,-0.48555908,-0.091621906,0.8369436,0.112396725,0.11527229,0.07558546,0.28282538,-0.28963673,0.12244909,0.27125046,-0.5298949,-0.26876286,-0.0813537,-0.011636359,-0.5193791,-0.60874695,0.019007001,0.18762635,-0.43389636,-0.072312236,-1.0941436,0.1848599,-0.01483142,0.08695864,0.91539174,-0.19618945,-2.3445654,0.015282818,0.17631002,1.5915763,0.52142453,-0.22476172,1.2162954,-0.4044279,-0.18762709,0.90395826,0.2718878,0.6718349,0.42778912,-0.19874655,-0.2065898,0.13242726,-0.39594632,-0.058030806,-0.49166754,0.20108484,0.092732735,-0.024538456,-0.19325976,-0.5302807,-0.0010553572,0.47372913,-0.2622421,-0.67522544,-0.034640018,-1.4743253,-0.31891668,0.0846852,-0.16964869,-0.3255246,-0.42037535,-0.18307827,-0.044577498,0.024535459,-0.07073081,-0.4667569,-0.06734225,-0.03272191,-0.21558647,0.33292043,0.43939546
238,-0.1571815,0.13009,0.61524,-0.2377175,0.026712492,0.2045945,-0.14224401,-0.15275651,0.25539276,-0.30535474,0.14956999,-0.0657925,0.13867399,-0.14806451,0.0904525,-0.14556,0.277137,0.3707725,-0.5292725,0.8058425,0.15014525,0.0016810042,0.059425004,0.051286995,0.370242,0.60208696,-0.052326247,-0.22653824,0.12770748,-0.2663175,-0.201075,0.94643325,0.121784,0.02869,0.17312077,0.22613686,-0.32768044,0.2476,0.036782503,-0.4656825,-0.0947665,0.19078419,0.12019691,-0.4137575,-0.028582506,-0.1015587,0.21722752,-0.30934948,0.29869998,-0.39628,-0.103548996,0.19033,0.51551,0.72252,-0.25837874,-2.3750825,-0.14605999,0.01880975,1.1751475,0.225105,-0.007815506,0.79509425,-0.3870475,0.13525501,0.61202,0.068552494,0.500329,0.11685525,0.38997674,-0.3440525,0.37537053,0.04441251,0.3057675,-0.29800573,0.21060751,0.30550477,-0.019411001,-0.21690899,-0.742355,-0.022292495,0.0873275,-0.1662,-0.18849748,0.33567774,-1.0033042,-0.029189251,-0.0912875,-0.542365,-0.34051,-0.14919099,0.046050005,0.1367045,-0.1000475,0.106888,-0.38881248,-0.1331755,-0.34739,-0.6371475,0.531062,0.45834
239,-0.1796309,-0.08437081,0.26707777,0.038298197,-0.049378812,0.012327303,0.1082143,0.148812,-0.1294729,0.17538345,-0.12694249,-0.12583551,0.3671368,0.12129159,0.2640103,-0.11336919,0.21719429,0.02118429,-0.299244,-0.057013102,0.1515171,-0.006219998,0.1847919,0.044559296,0.057422303,-0.004425399,-0.028282294,-0.3397053,-0.0949794,0.037989505,-0.07992699,0.2595738,-0.1873692,-0.06541009,0.23111299,0.42439404,0.023968995,0.39340386,-0.13859367,-0.19763519,-0.3617352,-0.10653639,0.2753152,-0.074287,-0.017075302,-0.051655095,0.2632429,-0.24277511,-0.13170049,-0.574237,0.269698,-0.12766851,0.17590702,0.9556101,-0.1377204,-2.065165,-0.30543032,-0.40839726,1.317838,0.54625297,-0.1510504,0.65598094,-0.3099591,0.0470776,0.657436,-0.06822955,0.291619,0.06662651,0.3847833,-0.112509966,-0.028471798,-0.1602973,-0.07068721,-0.2918321,0.45668998,0.033408485,-0.0684369,-0.047526993,-0.6452942,-0.1590656,0.39422804,0.2022146,-0.38257748,0.3276251,-1.063353,0.0081718,0.0552437,-0.1866405,-0.2298274,-0.307113,0.1170463,-0.31216002,-0.1819359,0.18195601,-0.41406098,0.24323201,-0.23203328,-0.3499549,0.41492492,0.0999094
240,-0.013786,0.38216,0.53236,0.15261,-0.29694,-0.20558,-0.41846,-0.58437,-0.77355,-0.87866,-0.37858,-0.18516,-0.128,-0.20584,-0.22925,-0.42599,0.3725,0.26077,-1.0702,0.62916,-0.091469,0.70348,-0.4973,-0.77691,0.66045,0.09465,-0.44893,0.018917,0.33146,-0.35022,-0.35789,0.030313,0.22253,-0.23236,-0.19719,-0.0053125,-0.25848,0.58081,-0.10705,-0.17845,-0.16206,0.087086,0.63029,-0.76649,0.51619,0.14073,1.019,-0.43136,0.46138,-0.43585,-0.47568,0.19226,0.36065,0.78987,0.088945,-2.7814,-0.15366,0.01015,1.1798,0.15168,-0.050112,1.2626,-0.77527,0.36031,0.95761,-0.11385,0.28035,-0.02591,0.31246,-0.15424,0.3778,-0.13599,0.2946,-0.31579,0.42943,0.086969,0.019169,-0.27242,-0.31696,0.37327,0.61997,0.13889,0.17188,0.30363,-1.2776,0.044423,-0.52736,-0.88536,-0.19428,-0.61947,-0.10146,-0.26301,-0.061707,0.36627,-0.95223,-0.39346,-0.69183,-1.0426,0.28855,0.63056
241,-0.030769,0.11993,0.53909,-0.43696,-0.73937,-0.15345,0.081126,-0.38559,-0.68797,-0.41632,-0.13183,-0.24922,0.441,0.085919,0.20871,-0.063582,0.062228,-0.051234,-0.13398,1.1418,0.036526,0.49029,-0.24567,-0.412,0.12349,0.41336,-0.48397,-0.54243,-0.27787,-0.26015,-0.38485,0.78656,0.1023,-0.20712,0.40751,0.32026,-0.51052,0.48362,-0.0099498,-0.38685,0.034975,-0.167,0.4237,-0.54164,-0.30323,-0.36983,0.082836,-0.52538,-0.064531,-1.398,-0.14873,-0.35327,-0.1118,1.0912,0.095864,-2.8129,0.45238,0.46213,1.6012,-0.20837,-0.27377,0.71197,-1.0754,-0.046974,0.67479,-0.065839,0.75824,0.39405,0.15507,-0.64719,0.32796,-0.031748,0.52899,-0.43886,0.67405,0.42136,-0.11981,-0.21777,-0.29756,-0.1351,0.59898,0.46529,-0.58258,-0.02323,-1.5442,0.01901,-0.015877,0.024499,-0.58017,-0.67659,-0.040379,-0.44043,0.083292,0.20035,-0.75499,0.16918,-0.26573,-0.52878,0.17584,1.065
242,-0.24400017,0.1558261,0.53534865,-0.20593768,-0.05731849,0.11316243,-0.16995412,0.11766162,-0.0082640825,-0.0073311008,0.117834404,0.110731795,0.33226022,0.008501634,-0.0018459657,-0.11045236,0.20457858,0.11517796,-0.3157728,0.08865588,0.116419695,-0.12500721,0.061783534,-0.0445192,0.19781181,-0.07290109,-0.0874091,-0.4990795,0.04873673,-0.15916033,-0.0032093963,0.36294407,-0.0678768,-0.036328588,0.031466912,0.20894644,-0.032135703,0.14202267,-0.008170601,-0.21761036,-0.31707248,-0.2939157,0.1804413,-0.35044008,-0.06811989,0.084769234,0.16307649,-0.2990445,-0.16482471,-0.81057966,0.2789367,0.1358501,0.15452997,0.87591594,-0.2261098,-2.1721356,-0.043501236,-0.23763286,1.6480447,0.47425708,-0.21250573,0.6850756,-0.23035829,0.1857987,0.74051696,-0.040450767,0.41916892,0.32232314,0.011813728,-0.2851217,-0.034484304,-0.31064022,-0.100558415,-0.35162693,0.26653412,0.030872231,-0.108581044,-0.106196135,-0.83799756,0.009360268,0.57922065,-0.014596906,-0.47700453,0.17422366,-1.1754009,-0.24537185,0.1574756,0.05313862,-0.1918157,-0.32321373,-0.12609449,-0.04942844,-0.027868338,0.065175764,-0.49996287,-0.047014825,-0.020465476,-0.2065003,0.42852008,0.16824727
243,-0.1251986,-0.087137386,0.1603282,-0.29801,-0.07397401,-0.0905064,-0.195772,0.2111088,0.323623,0.137595,0.3263922,-0.327724,0.2887861,-0.11602739,0.1620054,-0.08982001,0.165776,0.13618262,-0.46768004,0.524342,-0.186094,-0.120196,0.23403743,0.27430183,0.19180454,0.16118003,0.048582822,0.15799001,-0.033609804,-0.1545428,0.172672,0.94839,-0.059042204,-0.08462001,0.123257995,0.18936,-0.47712177,0.025142604,0.33422402,-0.3661582,0.19672589,-0.020360004,-0.065575,-0.12745899,-0.07158802,0.16068761,0.155148,-0.353162,0.18223199,-0.33808798,0.343496,0.1317678,0.03406459,0.678726,-0.099184796,-1.3690519,0.07487681,-0.0051822127,1.534672,0.291202,-0.125454,0.18913141,-0.1486702,-0.028224003,0.3538126,-0.249914,0.3560012,-0.0942872,0.7850081,-0.079436004,0.031496387,-0.16296999,0.1893296,-0.49467403,0.50132,0.47066802,0.04626,0.041426808,-0.69143593,-0.20042619,0.471112,0.090753995,-0.006147993,0.46753415,-1.1908433,-0.241038,0.0099439975,-0.3714054,-0.3549324,-0.11930361,0.3143196,0.34230804,0.098486006,-0.03808,-0.2652132,0.22127822,0.06813,-0.253085,0.562854,0.3191086
244,-0.0827498,0.23664528,0.3663772,-0.173511,-0.1134614,0.035182938,-0.08445733,0.24755722,-0.16564327,-0.0768532,-0.008023069,-0.02008989,0.18648747,-0.04174793,0.009010855,-0.22748974,0.15384212,0.12508608,-0.33517748,0.36524105,0.3468047,0.0697546,0.22503822,-0.10303695,0.24243273,-0.0625976,-0.27348644,-0.60145265,0.07514799,-0.15016785,-0.28029457,0.6281726,0.0717056,-0.051319465,0.31591257,0.47977462,-0.107971944,0.23321524,0.03178988,-0.24917212,-0.15064046,-0.2724138,0.044058003,-0.55904996,-0.15978608,0.07223,0.28457785,-0.11352553,-0.16945045,-0.9369313,0.017629862,-0.19949466,0.06121433,0.9808539,-0.21287054,-2.6881602,0.018183667,-0.034203134,1.6004186,0.19303434,-0.18408634,0.6602809,-0.55293155,-0.074422754,0.6998901,-0.014031732,0.41777974,0.352639,0.1290604,-0.26661843,-0.03304957,-0.303503,-0.0633912,-0.2516372,0.3026158,0.008296592,-0.126606,-0.28076747,-0.6708847,0.0369562,0.54322314,0.050511733,-0.55658066,0.0031022688,-1.2626599,-0.22300889,0.12004806,-0.072922595,-0.12067687,-0.44262975,-0.10139514,-0.0534324,0.019989137,-0.05049307,-0.5156554,0.027143868,-0.123901255,-0.25648853,0.48718002,0.37402904
245,-0.08858535,0.16536361,0.21248579,-0.21908475,-0.00912621,0.07810724,-0.21849923,0.17215258,-0.047279395,-0.061627958,0.2199294,0.07521527,0.27671075,0.06456718,0.22961211,-0.3044336,0.13557714,0.12586151,-0.3407474,0.23299627,0.25257695,0.033298336,0.17981741,-0.06384739,0.14394595,-0.048812747,-0.020770824,-0.3196984,-0.02925216,-0.23971243,0.08061124,0.3786911,-0.09034359,-0.09963319,0.096979946,0.3620249,0.041027874,0.09213961,-0.077724285,-0.21807013,-0.19884524,-0.2947574,0.0691527,-0.32632285,-0.13110827,-0.0064742416,0.13088833,-0.29382494,0.021132678,-0.6450377,0.113884695,0.07536376,0.10454388,0.8714861,-0.2846491,-1.7633735,0.0380515,-0.17911021,1.5106788,0.37337866,-0.12258542,0.64920515,-0.19298935,0.17568325,0.46920335,-0.11373225,0.43811902,0.177434,0.33029574,-0.26550177,-0.14119107,-0.3101146,0.010578979,-0.2614331,0.15389666,0.1382611,-0.028474249,0.01694913,-0.7671877,-0.08097923,0.61619955,-0.08759764,-0.48808286,0.17770232,-1.2646861,-0.22969614,0.08137432,-0.22249712,-0.24033333,-0.2847479,-0.12613252,-0.008025563,-0.12365799,-0.12415252,-0.5144861,-0.06686772,-0.25498968,-0.22392112,0.45944583,0.17656133
246,-0.18979757,0.20367321,0.2838365,-0.29034612,-0.09835925,0.22069064,-0.24280219,0.18412945,0.13723253,-0.07958046,0.2330974,0.0069895266,0.20748587,-0.12804337,0.10315749,-0.16351052,0.122726254,0.18336086,-0.36290827,0.27533937,0.1393047,0.06627727,0.15030229,-0.02179086,0.16108368,0.0007415474,-0.15875065,-0.49899217,0.109225616,-0.20544183,-0.1326741,0.5436166,-0.035772037,-0.0012786512,0.09180747,0.3583612,-0.06299833,0.15381528,0.08447236,-0.24918517,-0.2440896,-0.31787074,0.028048178,-0.5187448,-0.31412342,0.09817916,0.15625854,-0.26511818,-0.07274803,-0.8428245,0.035689197,0.059449676,0.08842992,0.9897169,-0.23153187,-2.1032982,-0.05512754,-0.07212757,1.5071797,0.34208417,-0.16599312,0.72059566,-0.15551428,0.14048369,0.67091423,0.06295528,0.504128,0.3039499,0.16597094,-0.22893354,-0.015448365,-0.31951264,-0.05547122,-0.4989112,0.06788906,0.1648368,-0.10911832,-0.07280369,-0.58850676,-0.047715686,0.5284009,-0.037132736,-0.5617577,0.18095389,-1.2130816,-0.11943754,0.09347356,-0.06442918,-0.21269418,-0.27056888,-0.20005168,0.05541673,0.013588983,-0.16749404,-0.46131366,-0.17392401,-0.1445947,-0.24860588,0.54357517,0.28845182
247,-0.05593474,0.16143632,0.30748317,-0.22081552,-0.10552453,0.22237563,-0.13809435,0.3182503,-0.13157997,-0.08943564,0.25656798,0.061021358,0.24317177,0.07815196,0.13178444,-0.42276472,0.075034454,0.16775489,-0.40285188,0.21558797,0.29425615,-0.035991933,0.17983952,0.046552636,0.15418674,0.03049039,-0.29720312,-0.47333375,0.2775034,-0.13371822,-0.07363844,0.32312605,-0.03354389,-0.018094363,-0.038863685,0.36520493,-0.039443035,0.07612572,-0.03729331,-0.17880005,-0.43169212,-0.27223206,0.24656263,-0.4064464,-0.08145179,0.018949715,0.01929672,-0.36068192,0.11839391,-0.7737892,0.066112585,-0.07062223,0.16894697,1.1331407,-0.22901776,-2.2640939,-0.11687338,-0.12070682,1.6848223,0.44411477,-0.11935455,0.8464475,-0.29035962,0.045623392,0.53948236,0.04981439,0.34898612,0.3031623,0.13173304,-0.16408877,-0.07536584,-0.31848696,-0.057128944,-0.50208074,0.19638652,0.34240195,-0.2781953,-0.071879156,-0.7285679,-0.059667163,0.6640794,0.09317242,-0.54609245,0.1419058,-1.386426,-0.17355412,0.20806675,-0.15255353,-0.2490428,-0.28493062,-0.017566286,-0.043288093,0.08620634,0.033826157,-0.64825445,-0.07436976,-0.04384693,-0.0224951,0.42045638,0.19049206
248,-0.117771,0.17906901,0.34796426,-0.33224043,-0.29581845,0.2553526,-0.1897535,0.1317197,0.11764889,-0.046155788,0.22859102,0.024824603,0.33431527,-0.030445002,0.10449978,-0.28605142,0.2336065,0.13019639,-0.62016296,0.15507704,0.18489054,-0.09926539,0.28628048,0.002082386,0.044150673,-0.10011389,-0.12538439,-0.21901,0.20123063,-0.31018084,0.105441675,0.4481928,-0.08395711,0.13190544,-0.02642005,0.20167416,-0.06965104,0.18705408,-0.01610477,-0.19743167,-0.51448554,-0.14235713,-0.063419275,-0.36727408,-0.20014605,0.09953183,0.17095342,-0.3580371,0.04434049,-0.73772734,0.20133545,0.089261316,0.17158566,0.9460573,-0.20281379,-2.1165717,-0.050359055,-0.29015425,1.4493811,0.51633584,-0.2649034,0.71219337,-0.2413324,-0.140577,0.6461745,-0.081695005,0.42687082,0.32029307,0.18889621,-0.22679502,-0.088132285,-0.36255947,-0.016338669,-0.63944745,0.08612904,0.25139374,-0.080551215,-0.13983773,-0.9755083,-0.012356332,0.69028854,0.036221903,-0.4834643,0.021861004,-1.4933033,-0.20179209,0.35284507,-0.06962917,-0.35500115,-0.29591617,-0.07987877,0.04501417,0.01101295,0.013353328,-0.38251182,-0.075588875,-0.22555107,-0.16383487,0.30435446,0.2399076
249,-0.09968019,0.15811467,0.3578314,-0.32313475,-0.20522068,0.36236528,-0.19019707,0.044891078,0.056324787,0.033480234,0.2127081,0.06529295,0.32284042,0.032571215,0.15954603,-0.2692171,0.09495916,0.22989361,-0.37464243,0.20766851,0.057656888,-0.011986572,0.1283995,0.12329123,0.098402776,-0.010587616,-0.08651567,-0.4032383,0.16981596,-0.22672191,0.14337146,0.54922146,0.041347057,0.094523445,0.062238045,0.2669143,-0.08444655,0.21264963,-0.05411588,-0.17894924,-0.33194876,-0.18919186,0.26151797,-0.42730343,-0.26538566,0.022588124,0.042191498,-0.3579254,0.0037980038,-0.8071228,0.20553738,0.12823372,0.13064724,0.93630207,-0.17256676,-2.2241688,0.09331454,-0.20438884,1.5414584,0.4793765,-0.1345444,0.8130384,-0.32776177,-0.044924144,0.7925458,0.0742853,0.48590267,0.30396414,0.25723404,-0.25883278,-0.048211206,-0.21372633,0.087331824,-0.5985756,0.15715854,0.2145385,-0.044588216,-0.15976818,-0.8463206,-0.0538446,0.5803782,-0.050926514,-0.4792537,0.073615976,-1.4807687,-0.11751483,0.09966972,-0.1856077,-0.26325065,-0.3639156,-0.21246101,0.07624692,0.09425643,0.028633874,-0.3623265,-0.09039192,-0.17979309,-0.2309512,0.36966535,0.22305284
250,-0.08255536,0.27086863,0.29119295,-0.3322797,-0.021086311,0.1391751,-0.04621986,0.22206612,-0.025622968,-0.04191553,0.191999,-0.06604119,0.36658955,-0.012918347,0.082783066,-0.31911492,0.14245173,0.17794381,-0.6013847,0.32697362,0.22448562,0.04663321,0.16561113,-0.1151349,0.15109892,0.003628115,-0.13610849,-0.50354636,0.03917209,-0.14729948,0.055578478,0.55912435,-0.015136135,0.12068902,0.13830553,0.3416688,-0.038376246,0.38436657,0.050626863,-0.21695846,-0.31860322,-0.1412942,0.36535293,-0.4682919,-0.110128276,-0.007835963,0.22955962,-0.38007358,0.03916189,-0.815172,0.05695184,-0.054434646,0.18339448,1.0249611,-0.23672931,-2.2836683,-0.10054687,-0.0963458,1.446136,0.56810445,-0.10083696,0.8049382,-0.39783236,0.0020260154,0.81789017,-0.011759037,0.6524425,0.5059003,0.08295086,-0.12187113,0.023716826,-0.2414528,-0.022929138,-0.3270874,0.11934701,0.13604598,-0.14088652,-0.011150234,-0.925855,0.029418172,0.6644086,-0.15835154,-0.40196577,0.04147565,-1.412092,-0.1937843,0.14765047,-0.17528635,-0.32588792,-0.46643776,-0.0041681486,-0.10090644,-0.046039507,-0.06145482,-0.66630894,-0.044453114,-0.23309161,-0.31415376,0.52203566,0.2824488
251,-0.20845345,0.27996764,0.2668328,-0.3852467,0.1462338,0.1809915,-0.035269387,0.1805712,-0.010918349,-0.0083938455,0.3129732,-0.020436805,0.2451214,0.079884484,0.3216048,-0.13519624,0.27545574,0.1555734,-0.4718793,0.29506034,0.30086514,-0.012323799,0.15030146,0.15926656,0.12989281,-0.11192135,0.001572197,-0.3913957,-0.15655676,-0.20709519,0.13272439,0.50429285,-0.13896227,0.051722847,0.087740175,0.3155977,-0.13008869,0.2832061,-0.044610497,-0.2008067,-0.37513328,-0.20616338,0.023976747,-0.3661485,-0.22022863,-0.02727145,0.026243845,-0.6029495,-0.15303871,-0.74407226,0.21869257,0.058713578,0.20207205,0.95318556,-0.35323292,-2.10254,-0.0991909,-0.15265366,1.6219432,0.5369536,-0.20212634,0.752335,-0.17320004,0.13225254,0.596293,-0.053827655,0.6577085,0.28879812,0.14083578,-0.22359629,-0.0023490035,-0.22145133,0.0271996,-0.393731,0.16995636,0.2721485,-0.06298889,0.061980207,-0.96202546,-0.113488995,0.7173855,-0.1547567,-0.38272244,0.03346592,-1.3543515,-0.2864642,0.082578555,-0.17727074,-0.20533605,-0.39646405,-0.05126465,-0.049218785,0.07771365,-0.24074559,-0.5383067,-0.1512188,-0.23745522,-0.26653618,0.610269,0.098949865
252,-0.5307267,0.10446,-0.0035800014,0.023051336,-0.18382336,-0.57647604,-0.35537335,0.04798333,0.091359995,-0.2088242,0.1016,-0.08200666,0.072503,-0.23547213,-0.22726433,-0.471763,-0.08526335,-0.30172,0.21100467,0.20143665,0.48410332,0.20747334,0.22867334,-0.27769667,0.07202666,0.35264334,-0.7148633,-0.21403001,-0.12574433,0.32426366,-0.4147477,0.45271334,0.04302333,-0.55815333,0.22384934,0.17426662,0.20176066,0.021570003,0.044936668,-0.31732932,-0.16928001,-0.334783,0.07078933,-0.19667333,0.39305332,-0.15649332,0.48345998,-0.12058666,0.28115335,-0.6300333,0.5498533,0.03223334,0.135117,0.8069534,-0.22121,-1.73833,-0.10266667,0.14765789,1.7211666,0.21763001,-0.23477067,0.47472668,-0.26664665,-0.141233,0.34208664,0.08304001,0.32398295,0.24504666,0.6449433,-0.47154668,-0.25412133,-0.28550002,0.23076332,-0.27290332,0.57201666,-0.071873,-0.34880468,0.100092925,-0.07659,-0.02992333,0.75258,0.19931467,-0.5958433,0.71699667,-1.3783933,-0.36450997,0.2664906,-0.41580665,-0.6225733,-0.40602663,-0.104232006,0.33822632,-0.34714434,-0.3226167,-0.13834752,-0.07490332,-0.29163,-0.39111665,0.40130332,0.025686666
253,-0.20117289,0.22449054,0.4487265,-0.116988674,0.01341889,0.048668664,0.045324333,0.10967178,0.2262781,-0.04148123,0.11608556,-0.1710471,0.31437242,-0.2950489,0.13771679,-0.14879678,0.03698022,0.24984223,-0.15642422,0.2002711,0.19209568,-0.070771,0.25420564,0.026268005,0.05099823,0.28925323,0.13846922,-0.3954522,-0.41490805,0.016963117,-0.21609667,0.61628795,-0.035043776,-0.230896,0.18114977,0.27651888,-0.12836967,0.06382412,-0.13373323,-0.31867254,-0.20883577,-0.005309999,0.008024428,-0.17564443,-0.18108656,-0.24643546,0.2000489,-0.17435734,-0.053846683,-0.6261005,0.35453975,0.050002217,0.24248669,0.79141223,-0.34187308,-2.079091,-0.330609,-0.0073749507,1.5688634,0.1301629,0.011418889,0.63063747,-0.09779975,0.10019023,0.8378045,-0.029593477,0.44885588,0.103201106,0.32818553,-0.13729957,0.0484163,0.00563978,-0.056166895,-0.1474789,0.29621077,0.013805445,-0.088841,-0.040342998,-0.6929775,-0.1406742,0.31035176,-0.15412855,-0.37380478,0.16527173,-1.1459353,-0.18467633,0.023639116,-0.26707682,-0.23454711,-0.4060233,0.11581278,0.26313868,-0.11896612,-0.21611,-0.2366937,0.034105882,-0.18531044,-0.5123267,0.84967446,0.40328667
254,-0.12370333,0.20176978,0.4737236,-0.25536504,-0.07646861,0.14666651,-0.15052044,0.18712899,-0.011651879,-0.029267792,0.17434423,0.05519101,0.2656637,-0.046760645,0.07141436,-0.26897523,0.10877469,0.17823362,-0.41680846,0.23708504,0.32094067,-0.050514285,0.24130595,0.0055585955,0.22304155,-0.07083588,-0.11994298,-0.48413774,0.08580255,-0.23683307,-0.063253224,0.52309614,-0.06865699,0.12403653,0.038823515,0.40047053,-0.042302914,0.23729654,-0.051394865,-0.21797909,-0.3733368,-0.308847,0.09330807,-0.43044022,-0.09258742,-0.00858194,0.21192572,-0.3266027,0.013438998,-0.82241386,0.046905596,-0.014878059,0.12398955,1.1418878,-0.20390496,-2.44761,-0.026825503,-0.16986586,1.648022,0.43164393,-0.07335551,0.7644817,-0.27443844,0.16102809,0.7977534,-0.045636162,0.48734096,0.39469802,0.11729208,-0.25083676,0.0030465066,-0.24342681,-0.034459278,-0.39415172,0.15577908,0.105517104,-0.2439518,-0.07555774,-0.87717736,-0.029739326,0.61286795,0.003981623,-0.58007246,0.10267736,-1.4284213,-0.27774426,0.121048085,-0.052629832,-0.16625494,-0.33273676,-0.11807683,-0.063818336,-0.15370014,0.021586265,-0.5792173,-0.06617922,-0.2008452,-0.27449077,0.5778469,0.31163028
255,-0.16259049,0.113812156,0.36607498,-0.18990639,0.051659003,-0.18907113,-0.20499858,0.17328104,0.16281882,-0.0043655606,0.19946447,0.006647662,0.030823044,-0.23121767,0.2457543,-0.057771776,0.08097787,0.18479052,-0.1920098,0.2864076,0.2252411,-0.17374997,0.2475767,0.11384721,0.08836968,0.0044830055,-0.05422304,-0.3057775,0.07638774,-0.20921288,0.028679166,0.66254,-0.16807826,0.13867316,0.35015318,0.47739962,-0.10606112,-0.032568347,0.03157743,-0.39556065,-0.056841042,-0.11834145,-0.14989264,-0.26231053,-0.21673442,-0.07123752,0.0853821,-0.44072494,0.14562751,-0.7112099,0.12887998,0.03917297,0.120430306,0.7231543,-0.19811077,-1.8702648,-0.12413587,-0.1165358,1.507818,0.12825927,-0.22217442,0.37220883,-0.3555709,0.1353391,0.5351397,0.039173745,0.36288258,0.103639655,0.23057826,-0.42896745,0.036032904,-0.0765009,0.01105939,-0.23046558,0.0032714424,0.24697652,-0.18878502,0.0074274386,-0.53626996,-0.13940783,0.4783867,-0.054278743,-0.5002747,-0.09773916,-1.1503302,-0.2865427,0.18181938,0.019133044,-0.20168734,-0.14776474,-0.07117868,0.10248261,-0.09973833,-0.20964183,-0.43692082,-0.15821914,0.0030134544,-0.22374287,0.60804826,0.10577993
256,-0.030769,0.11993,0.53909,-0.43696,-0.73937,-0.15345,0.081126,-0.38559,-0.68797,-0.41632,-0.13183,-0.24922,0.441,0.085919,0.20871,-0.063582,0.062228,-0.051234,-0.13398,1.1418,0.036526,0.49029,-0.24567,-0.412,0.12349,0.41336,-0.48397,-0.54243,-0.27787,-0.26015,-0.38485,0.78656,0.1023,-0.20712,0.40751,0.32026,-0.51052,0.48362,-0.0099498,-0.38685,0.034975,-0.167,0.4237,-0.54164,-0.30323,-0.36983,0.082836,-0.52538,-0.064531,-1.398,-0.14873,-0.35327,-0.1118,1.0912,0.095864,-2.8129,0.45238,0.46213,1.6012,-0.20837,-0.27377,0.71197,-1.0754,-0.046974,0.67479,-0.065839,0.75824,0.39405,0.15507,-0.64719,0.32796,-0.031748,0.52899,-0.43886,0.67405,0.42136,-0.11981,-0.21777,-0.29756,-0.1351,0.59898,0.46529,-0.58258,-0.02323,-1.5442,0.01901,-0.015877,0.024499,-0.58017,-0.67659,-0.040379,-0.44043,0.083292,0.20035,-0.75499,0.16918,-0.26573,-0.52878,0.17584,1.065
